STITCH ID	Smiles	MolecularWeight	XLogP	HydrogenBondDonorCount	HydrogenBondAcceptorCount	PolarSurfaceArea	FormalCharge	NumRings	RotatableBondCount	Refractivity	Ro5	Ghose	Veber	wQED
CIDs02733525	CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1	371.51456	5.9961	0.0	2.0	12.47	0.0	3.0	8.0	119.722	0.0	0.0	1.0	0.45057859651065
CIDs46916694	Cc1cnc(NC(=O)c2cc(Oc3cnc(C(=O)N(C)C)nc3)c3cc(C)oc3c2)cn1	432.432	3.449	1.0	10.0	123.34	0.0	5.0	7.0	115.9537	0.0	1.0	1.0	0.408824246285549
CIDs00005962	NCCCC[C@H](N)C(=O)O	146.18756	0.9279	3.0	4.0	89.34	0.0	0.0	5.0	38.1426	1.0	0.0	1.0	0.503093949569548
CIDs00059226	CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1	315.4729	4.2657	1.0	3.0	51.71	0.0	2.0	6.0	95.192	1.0	1.0	1.0	0.865982487131584
CIDs00002803	Clc1cccc(Cl)c1N=C1NCCN1	230.09386	2.8313	2.0	3.0	36.42	0.0	1.0	1.0	66.6044	1.0	0.0	1.0	0.77822967475538
CIDs09826528	O=C(NOC[C@H](O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F	482.1930396	2.9306	4.0	5.0	90.82	0.0	2.0	8.0	94.5955	1.0	0.0	1.0	0.343480268624635
CIDs00005430	c1ccc2[nH]c(-c3cscn3)nc2c1	201.24768	2.6864	1.0	3.0	69.81	0.0	4.0	1.0	57.2017	1.0	0.0	1.0	0.514354378592547
CIDs00003519	N=C(N)NC(=O)Cc1c(Cl)cccc1Cl	246.09326	2.7365	3.0	4.0	78.97	0.0	1.0	4.0	60.3418	1.0	0.0	1.0	0.563300967035447
CIDs00179340	CN(C(=O)C(c1ccccc1)c1ccccc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1	414.5393	4.0227	1.0	4.0	43.78	0.0	3.0	8.0	127.7928	1.0	1.0	1.0	0.604636635444832
CIDs00158784	O=C1Cc2c(ccc3c2O[C@@H](CNCc2ccccc2)CO3)N1	310.34712	2.6397	2.0	5.0	59.59	0.0	4.0	4.0	89.5074	1.0	1.0	1.0	0.606677221607164
CIDs00004192	Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2	325.7673232	3.7598	0.0	3.0	30.18	0.0	3.0	1.0	92.814	1.0	1.0	1.0	0.682165621362448
CIDs00036294	NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O	467.51448	-2.7943	10.0	14.0	268.17	0.0	0.0	6.0	105.984	0.0	0.0	0.0	0.189022414872637
CIDs00005961	NC(=O)CC[C@H](N)C(=O)O	146.1445	0.0644	3.0	5.0	106.41	0.0	0.0	4.0	33.5356	1.0	0.0	1.0	0.519664855034085
CIDs09910098	Nc1nc(OCCc2ccc(Cl)cc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	421.8349	0.876100000000001	4.0	10.0	148.77	0.0	4.0	6.0	103.4698	0.0	0.0	0.0	0.353007614384986
CIDs00004845	CC(C)(C)NCC(O)c1ccc(O)c(CO)n1	240.2988	1.0919	4.0	5.0	85.61	0.0	1.0	5.0	65.3903	1.0	0.0	1.0	0.618825313795976
CIDs06918554	CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2	392.49072	3.5398	4.0	4.0	85.35	0.0	4.0	6.0	116.8272	1.0	1.0	1.0	0.40433202940675
CIDs06444692	FC(F)(F)c1ccc(/C=C/c2nc(COc3ccc(CCCCn4ccnn4)cc3)co2)cc1	468.4709296	6.0572	0.0	6.0	65.97	0.0	4.0	11.0	121.604	0.0	0.0	0.0	0.249510578529727
CIDs00006167	COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2	399.437	3.2625	1.0	7.0	83.09	0.0	2.0	6.0	109.3567	1.0	1.0	1.0	0.798179192734305
CIDs00441074	C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12	324.41676	3.1111	1.0	4.0	45.59	0.0	3.0	4.0	99.7348	1.0	1.0	1.0	0.749158269980626
CIDs09568077	[O-][n+]1cccc(/C(Cl)=N/OC[C@H](O)CN2CCCCC2)c1	315.79578	1.4392	3.0	5.0	89.14	0.0	1.0	6.0	91.535	1.0	1.0	1.0	0.419767558630485
CIDs00002955	Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1	248.30088	3.927	2.0	4.0	94.56	0.0	2.0	2.0	67.1888	1.0	0.0	1.0	0.787003635980882
CIDs00002202	O=C1c2c(O)cccc2Cc2cccc(O)c21	226.2274	2.233	2.0	3.0	57.53	0.0	6.0	0.0	63.3735	1.0	0.0	1.0	0.41731967185767
CIDs03342298	O=C(NO)C1(CS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCOCC1	425.8832	4.6799	2.0	7.0	110.31	0.0	2.0	7.0	102.3462	1.0	1.0	1.0	0.488988016800492
CIDs00148192	COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C	704.855480000001	5.7752	5.0	13.0	171.22	0.0	3.0	22.0	193.7586	0.0	0.0	0.0	0.0799043912020382
CIDs11292191	CC(=O)Nc1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O	388.86788	4.8703	2.0	6.0	96.63	0.0	4.0	6.0	104.6325	1.0	1.0	1.0	0.48870704680749
CIDs00004008	COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1	610.69942	5.6808	1.0	7.0	116.93	0.0	3.0	12.0	183.8487	0.0	0.0	0.0	0.159317874310031
CIDs11001318	O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1	308.11628	4.4998	1.0	4.0	63.33	0.0	4.0	2.0	76.4243	1.0	1.0	1.0	0.591957874986246
CIDs00439357	OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O	180.15588	-3.2214	5.0	6.0	110.38	0.0	0.0	1.0	35.736	0.0	0.0	1.0	0.290152768167626
CIDs00031401	C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	392.572	4.4779	3.0	4.0	77.76	0.0	0.0	4.0	112.6014	1.0	1.0	1.0	0.659170897097666
CIDs00443943	CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1	454.9592832	3.8893	1.0	5.0	72.83	0.0	0.0	2.0	114.6108	1.0	1.0	1.0	0.640677266098982
CIDs06918523	CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1	516.65614	4.2371	2.0	9.0	130.59	0.0	4.0	11.0	144.9674	0.0	0.0	0.0	0.300458959140302
CIDs00004011	CNCCCC12CCC(c3ccccc31)c1ccccc12	277.40332	4.6023	1.0	1.0	12.03	0.0	2.0	4.0	88.3187	1.0	1.0	1.0	0.805185244461006
CIDs00130904	CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C	475.61908	5.543	0.0	5.0	63.68	0.0	2.0	5.0	138.621	0.0	1.0	1.0	0.531247804668482
CIDs44187362	O=C(NC[C@H](O)CO)c1ccncc1Nc1ccc(I)cc1F	431.2007732	2.1158	4.0	5.0	94.48	0.0	2.0	7.0	91.3895	1.0	1.0	1.0	0.504386024208401
CIDs00065650	c1ccc2cc(COC3CCNCC3)ccc2c1	241.32816	3.4372	1.0	2.0	21.26	0.0	3.0	3.0	78.6367	1.0	0.0	1.0	0.758144547391119
CIDs23653789	C[C@@H](O[C@H]1CC[C@@H]2CN(C3=CC(=O)CC3)C[C@H]2[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1	555.5269424	7.6198	0.0	3.0	29.54	0.0	3.0	7.0	134.435	0.0	0.0	1.0	0.300500151834605
CIDs00009363	CCN(CC)C(=O)c1ccc(O)c(OC)c1	223.26828	1.8828	1.0	4.0	49.77	0.0	1.0	5.0	62.4685	1.0	0.0	1.0	0.827674860006745
CIDs05284513	COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C	326.42934	5.167	1.0	3.0	46.53	0.0	1.0	6.0	101.5358	0.0	1.0	1.0	0.579459999025233
CIDs00006041	CNC[C@H](O)c1cccc(O)c1	167.20502	1.0359	3.0	3.0	52.49	0.0	1.0	3.0	47.0085	1.0	0.0	1.0	0.6300131666931
CIDs00003998	NCc1ccc(S(N)(=O)=O)cc1	186.2315	2.2741	2.0	4.0	94.56	0.0	1.0	2.0	45.1098	1.0	0.0	1.0	0.740146637915142
CIDs00004235	O=C(NCCN1CCOCC1)c1ccc(Cl)cc1	268.73928	1.7308	1.0	4.0	41.57	0.0	1.0	5.0	74.2652	1.0	0.0	1.0	0.883163501228131
CIDs00005487	Clc1ccc2nsnc2c1NC1=NCCN1	253.71132	1.5532	2.0	6.0	90.44	0.0	3.0	2.0	72.9584	1.0	0.0	1.0	0.720201582142392
CIDs00004494	COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1	385.37066	3.30988	1.0	6.0	134.24	0.0	1.0	7.0	103.8877	1.0	1.0	1.0	0.434560738032762
CIDs00005342	O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1	404.4815	4.7912	0.0	5.0	76.9	0.0	3.0	6.0	120.0755	1.0	1.0	1.0	0.435969327222796
CIDs00004184	CN1CCN2c3ccccc3Cc3ccccc3C2C1	264.3648	3.0868	0.0	2.0	6.48	0.0	2.0	0.0	90.2	1.0	1.0	1.0	0.721242784774821
CIDs05318980	COc1ccc(-c2oc3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2O)cc1	368.3799	4.0941	3.0	6.0	100.13	0.0	4.0	4.0	104.201	1.0	1.0	1.0	0.469147900223034
CIDs00002771	CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21	324.3919432	3.81298	0.0	3.0	36.26	0.0	2.0	5.0	91.319	1.0	1.0	1.0	0.838869474576222
CIDs11641515	O=C([C@H](O)CS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCC(N2CCCNC2=O)CC1	479.97694	3.3195	2.0	8.0	115.4	0.0	4.0	6.0	132.9905	1.0	1.0	1.0	0.432410554010849
CIDs00038852	C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O	211.21452	1.1426	4.0	5.0	103.78	0.0	1.0	3.0	54.3922	1.0	0.0	1.0	0.561150742152434
CIDs05281878	OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1	434.5176096	4.4775	1.0	4.0	52.01	0.0	6.0	6.0	121.2708	1.0	1.0	1.0	0.420080004102534
CIDs00445580	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O	328.48828	6.5489	1.0	2.0	37.3	0.0	0.0	14.0	106.7958	0.0	0.0	0.0	0.367080267183313
CIDs00016666	CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O	156.2652	2.4395	1.0	1.0	20.23	0.0	0.0	1.0	49.2318	1.0	0.0	1.0	0.617943386805504
CIDs00005253	CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1	272.3638	2.6342	3.0	5.0	86.81	0.0	1.0	6.0	72.8692	1.0	0.0	1.0	0.740732326389844
CIDs03038522	COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1	562.70298	5.0483	1.0	10.0	92.29	0.0	4.0	12.0	172.6497	0.0	0.0	0.0	0.236609516026812
CIDs24748204	O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1	461.9368432	5.7823	2.0	6.0	112.58	0.0	3.0	7.0	118.4465	0.0	0.0	1.0	0.460566298090243
CIDs00151170	COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OC1CCCC1	343.4168	4.05278	1.0	5.0	79.55	0.0	1.0	5.0	94.4448	1.0	1.0	1.0	0.872134777220979
CIDs06323266	N=C1CCCN1Cc1nc(O)nc(O)c1Cl	242.66224	1.1519	3.0	6.0	93.33	0.0	1.0	2.0	63.5697	1.0	0.0	1.0	0.720462841254166
CIDs00002881	O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1	468.36654	2.1145	3.0	11.0	173.71	0.0	6.0	8.0	115.7254	0.0	0.0	0.0	0.298372782296689
CIDs00170361	c1cnc2cc3c(cc2n1)C1CNCC3C1	211.26242	2.1327	1.0	3.0	37.81	0.0	3.0	0.0	66.3797	1.0	0.0	1.0	0.618702096470143
CIDs06436173	CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C	785.87854	6.2958	5.0	14.0	198.38	0.0	10.0	3.0	219.2298	0.0	0.0	0.0	0.0988520959265673
CIDs00638024	O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1	285.33766	2.9351	0.0	4.0	38.77	0.0	1.0	4.0	85.475	1.0	1.0	1.0	0.629591907831894
CIDs00004993	CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1	248.71142	3.6862	2.0	4.0	77.82	0.0	2.0	2.0	71.0598	1.0	0.0	1.0	0.849708881291171
CIDs00004064	CCCC(C)(COC(N)=O)COC(N)=O	218.25022	2.384	2.0	6.0	104.64	0.0	0.0	8.0	53.8798	1.0	0.0	1.0	0.647592975610049
CIDs00060752	CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1	384.57644	5.3178	2.0	5.0	78.02	0.0	1.0	14.0	111.4195	0.0	1.0	0.0	0.424559590539239
CIDs00000995	c1ccc2c(c1)ccc1ccccc12	178.2292	3.993	0.0	0.0	0.0	0.0	6.0	0.0	61.454	1.0	0.0	1.0	0.308375942471295
CIDs06178111	CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1	253.73124	3.2633	5.0	5.0	83.79	0.0	1.0	6.0	72.7705	0.0	0.0	1.0	0.397002282402044
CIDs00441207	C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O	764.93906	3.2473	5.0	13.0	182.83	0.0	1.0	7.0	194.937	0.0	0.0	0.0	0.201866745054158
CIDs00004976	CNCCCC1c2ccccc2C=Cc2ccccc21	263.37674	4.6928	1.0	1.0	12.03	0.0	2.0	4.0	86.8527	1.0	1.0	1.0	0.788832802333799
CIDs10296883	CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1	438.48118	2.7618	2.0	7.0	94.22	0.0	6.0	3.0	137.6414	1.0	1.0	1.0	0.410467324000381
CIDs00002663	CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1	379.49372	3.3546	3.0	7.0	90.9	0.0	1.0	12.0	107.9907	1.0	1.0	0.0	0.479758287788112
CIDs01383884	NC(=O)c1cccc(-c2cccc(OC(=O)NC3CCCCC3)c2)c1	338.40028	4.9648	2.0	5.0	81.42	0.0	2.0	6.0	96.5836	1.0	1.0	1.0	0.777329311028843
CIDs00287180	CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21	294.30466	2.7816	1.0	5.0	72.19	0.0	4.0	3.0	84.4673	1.0	1.0	1.0	0.628756382477608
CIDs00003637	NNc1nncc2ccccc12	160.17592	1.6887	2.0	4.0	63.83	0.0	3.0	1.0	46.7441	1.0	0.0	1.0	0.419683955528814
CIDs00005865	C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO	358.42814	1.7658	2.0	5.0	91.67	0.0	0.0	2.0	96.0986	1.0	1.0	1.0	0.784838683828659
CIDs09578005	Cc1c(OCC(F)(F)F)ccnc1C[S@@+]([O-])c1nc2ccccc2[nH]1	369.3614696	4.3809	1.0	4.0	87.08	0.0	4.0	6.0	87.2392	1.0	1.0	1.0	0.511007783274305
CIDs21628493	CC#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C	310.42994	4.0027	2.0	2.0	40.46	0.0	1.0	0.0	93.6478	1.0	1.0	1.0	0.711042642018943
CIDs05283820	C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	392.572	4.4779	3.0	4.0	77.76	0.0	0.0	4.0	112.6014	1.0	1.0	1.0	0.659170897097666
CIDs00161165	Nc1ccccc1C(=O)C[C@H](N)C(=O)O	208.21388	1.535	3.0	5.0	106.41	0.0	1.0	4.0	55.1341	1.0	0.0	1.0	0.513519218946644
CIDs00060198	C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12	296.40336	4.0295	0.0	2.0	34.14	0.0	0.0	0.0	88.256	1.0	1.0	1.0	0.676088419938573
CIDs00002216	Nc1cc(Cl)c(N=C2NCCN2)c(Cl)c1	245.1085	2.9947	3.0	4.0	62.44	0.0	1.0	1.0	71.0088	1.0	0.0	1.0	0.665306542896948
CIDs06433106	CC1(C)CC(C)(C)CC(C)(N)C1	169.30702	3.6404	1.0	1.0	26.02	0.0	0.0	0.0	55.1024	1.0	0.0	1.0	0.588356521386391
CIDs10116877	C[C@H](CN(C(=O)c1ccc(C#N)cc1)c1ccccn1)N1CCN(c2cccc3c2OCCO3)CC1	483.56156	3.58488	0.0	8.0	81.93	0.0	5.0	7.0	144.3325	1.0	0.0	1.0	0.34748887381487
CIDs00003516	COc1ccccc1OCC(O)CO	198.21576	0.4272	2.0	4.0	58.92	0.0	1.0	5.0	51.3636	1.0	0.0	1.0	0.719846243169077
CIDs03002977	Cc1nnc(C(C)C)n1[C@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1	513.6655464	6.2797	1.0	6.0	63.05	0.0	2.0	9.0	145.8397	0.0	0.0	1.0	0.425836964285118
CIDs00000612	CC(O)C(=O)O	90.07794	-0.5482	2.0	3.0	57.53	0.0	0.0	1.0	19.4686	1.0	0.0	1.0	0.453935888954391
CIDs00006307	CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1	289.73858	3.1267	3.0	6.0	109.67	0.0	1.0	2.0	74.2913	1.0	0.0	1.0	0.771326136963855
CIDs00060490	CC(c1cc2ccccc2s1)N(O)C(N)=O	236.29018	3.4325	2.0	5.0	94.8	0.0	3.0	3.0	63.3269	1.0	0.0	1.0	0.536200243653204
CIDs05311271	COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC	373.4610232	3.7689	1.0	4.0	41.93	0.0	2.0	7.0	108.3448	1.0	1.0	1.0	0.802277891543862
CIDs10430360	c1cc(OCCN2CCCCC2)cc(-c2n[nH]c3ccc(-c4nnc[nH]4)cc23)c1	388.46556	3.8176	2.0	5.0	82.72	0.0	5.0	6.0	116.9374	1.0	1.0	1.0	0.462069968657341
CIDs01712095	CCOc1ccc(/C=C2\NCCc3cc(OCC)c(OCC)cc32)cc1OCC	397.50724	5.254	1.0	5.0	48.95	0.0	2.0	9.0	121.3837	0.0	1.0	1.0	0.625879246545258
CIDs00003343	CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1	303.35294	2.4485	5.0	5.0	92.95	0.0	2.0	6.0	85.1555	0.0	1.0	1.0	0.565075812160954
CIDs05282241	Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1	410.42486	0.8618	4.0	12.0	216.46	0.0	1.0	7.0	101.1247	0.0	0.0	0.0	0.363211475967923
CIDs00003162	CN(C)CCOC(C)(c1ccccc1)c1ccccn1	270.36938	2.9233	0.0	3.0	25.36	0.0	2.0	6.0	81.589	1.0	1.0	1.0	0.806742524626297
CIDs00003389	CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1	549.6911296	6.7702	0.0	5.0	61.32	0.0	2.0	14.0	157.845	0.0	0.0	0.0	0.192266393993554
CIDs00400010	CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]3(C)CC[C@H]3C(C)(C)C(=O)C(C#N)=C[C@]43C)[C@@H]2C1	491.66154	6.29058	1.0	5.0	95.23	0.0	0.0	1.0	139.9738	0.0	0.0	1.0	0.464936897050839
CIDs00091610	COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C	527.63242	5.319	2.0	9.0	130.26	0.0	2.0	9.0	142.6039	0.0	0.0	1.0	0.416089074472331
CIDs00439224	NCCC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O	226.23246	-0.0384000000000001	4.0	6.0	121.1	0.0	1.0	7.0	55.0696	1.0	0.0	1.0	0.517345209474758
CIDs10341154	NC(=O)c1ccc(N(C(N)=O)c2c(F)cccc2F)nc1-c1ccc(F)cc1F	404.3177928	5.0213	2.0	5.0	102.31	0.0	3.0	5.0	95.3413	0.0	1.0	1.0	0.621568399358285
CIDs46947264	O=C(Nc1ccncc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3C4CCC3COC4)n2)cc1	488.54162	3.0578	2.0	11.0	117.63	0.0	3.0	7.0	140.7334	0.0	0.0	1.0	0.510816764310078
CIDs45142457	Cn1cc(-c2cnc3ccc4ccc(CS(=O)(=O)NCc5ccccn5)cc4c(=O)c3c2)cn1	471.53094	4.635	1.0	8.0	115.22	0.0	8.0	6.0	131.8227	1.0	1.0	1.0	0.373043888441908
CIDs46202416	NC1=N[C@@](c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)F)c2)c2cccc(F)c21	431.4125496	4.762	1.0	5.0	77.05	0.0	4.0	4.0	116.6824	1.0	1.0	1.0	0.504128068652204
CIDs09821754	COC(=O)c1cc(OC)c2c(c1-c1c(CO)cc(OC)c3c1OCO3)OCO2	390.34082	2.1071	1.0	9.0	101.91	0.0	3.0	6.0	94.3953	1.0	1.0	1.0	0.634060888899285
CIDs11538455	Cn1cc(CNCC2CCN(c3ncc(C(=O)NO)cn3)CC2)c2ccccc21	394.47014	2.9403	3.0	8.0	95.31	0.0	4.0	7.0	114.0604	1.0	1.0	1.0	0.325297722919155
CIDs00005789	Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O	242.22856	-1.5143	3.0	6.0	104.55	0.0	1.0	2.0	58.0733	1.0	0.0	1.0	0.581852406427699
CIDs00004992	COc1ccc(CN(CCN(C)C)c2ccccn2)cc1	285.38402	2.6584	0.0	4.0	28.6	0.0	2.0	7.0	86.74	1.0	1.0	1.0	0.781763892296349
CIDs00005327	Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1	278.33016	3.2114	2.0	6.0	106.35	0.0	2.0	3.0	73.4821	1.0	0.0	1.0	0.83472807956693
CIDs00644170	CC(=O)N[C@@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O	221.2078	-2.6867	5.0	7.0	119.25	0.0	0.0	3.0	47.1899	0.0	0.0	1.0	0.351895891364115
CIDs00639665	COc1cc(O)c(CC=C(C)C)c(O)c1C(=O)/C=C/c1ccc(O)cc1	354.39638	4.2168	3.0	5.0	86.99	0.0	2.0	6.0	102.5295	1.0	1.0	1.0	0.41072673753269
CIDs10131048	Clc1cc(N2C[C@@H]3CN[C@@H]3C2)cnc1Cl	244.12044	2.1902	1.0	3.0	28.16	0.0	1.0	1.0	68.3087	1.0	0.0	1.0	0.767306350425083
CIDs00444254	C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O	645.60482	-8.1736	14.0	19.0	321.17	0.0	0.0	9.0	136.6891	0.0	0.0	0.0	0.103490760826141
CIDs00000948	N#[N+][O-]	44.0128	0.06366	0.0	2.0	54.46	0.0	0.0	0.0	6.817	1.0	0.0	1.0	0.285009695213829
CIDs00005479	CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C	247.27152	2.1384	0.0	4.0	106.16	0.0	1.0	5.0	60.662	1.0	0.0	1.0	0.586310395062581
CIDs09571836	NC(=S)N/N=C/c1ncccc1N	195.24486	1.5033	3.0	6.0	121.41	0.0	1.0	3.0	55.3995	1.0	0.0	1.0	0.381434520982916
CIDs00123723	O=C(O)[C@@H](c1ccc(OCc2ccc3ccccc3n2)cc1)C1CCCC1	361.43362	5.1722	1.0	4.0	59.42	0.0	4.0	6.0	106.1878	0.0	1.0	1.0	0.514447202302516
CIDs06917951	CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2c3cccc(CCCC(=O)O)c3O[C@H]2C[C@H]1O	398.492	3.2859	3.0	5.0	86.99	0.0	1.0	8.0	112.5264	1.0	1.0	1.0	0.462073491088701
CIDs11547499	COC[C@H](O)Cn1c(=O)cnn(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)c1=O	480.94186	1.2609	3.0	10.0	135.68	0.0	2.0	9.0	122.7648	0.0	0.0	1.0	0.44976666693432
CIDs24767976	Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2C)n(C)n1	445.47382	3.6187	2.0	10.0	115.44	0.0	5.0	8.0	122.5089	0.0	1.0	1.0	0.366805271044441
CIDs09956146	CC(C)[C@@H](CN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)NC(=O)[C@H]1Cc2ccc(O)cc2CN1	465.62756	4.2102	4.0	6.0	84.83	0.0	2.0	7.0	144.3894	1.0	1.0	1.0	0.490276105607357
CIDs05447130	NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1	198.13624	1.8044	2.0	5.0	126.44	0.0	1.0	4.0	47.0861	1.0	0.0	1.0	0.43280631994604
CIDs00439280	N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O	220.22458	1.5282	4.0	4.0	99.34	0.0	3.0	3.0	59.3809	1.0	0.0	1.0	0.537425703782139
