chemical	protein	combined_score	ensgid	symbol
CIDs00000977	9606.ENSP00000370376	786	ENSG00000128951	DUT
CIDs00000977	9606.ENSP00000370571	969	ENSG00000180176	TH
CIDs00000977	9606.ENSP00000367959	884	ENSG00000102468	HTR2A
CIDs00000977	9606.ENSP00000364697	951	ENSG00000126231	PROZ
CIDs00000977	9606.ENSP00000364412	900	ENSG00000130948	HSD17B3
CIDs00000977	9606.ENSP00000363832	956	ENSG00000138356	AOX1
CIDs00000977	9606.ENSP00000357920	800	ENSG00000203797	DDO
CIDs00000977	9606.ENSP00000358595	907	ENSG00000135346	CGA
CIDs00000977	9606.ENSP00000358903	948	ENSG00000148795	CYP17A1
CIDs00000977	9606.ENSP00000359297	909	ENSG00000147383	NSDHL
CIDs00000977	9606.ENSP00000359380	914	ENSG00000099194	SCD
CIDs00000977	9606.ENSP00000359539	944	ENSG00000120053	GOT1
CIDs00000977	9606.ENSP00000360217	909	ENSG00000112077	RHAG
CIDs00000977	9606.ENSP00000360247	948	ENSG00000134716	CYP2J2
CIDs00000977	9606.ENSP00000360317	944	ENSG00000138115	CYP2C8
CIDs00000977	9606.ENSP00000360372	948	ENSG00000165841	CYP2C19
CIDs00000977	9606.ENSP00000360918	909	ENSG00000138135	CH25H
CIDs00000977	9606.ENSP00000360968	944	ENSG00000186377	CYP4X1
CIDs00000977	9606.ENSP00000360991	944	ENSG00000142973	CYP4B1
CIDs00000977	9606.ENSP00000361021	851	ENSG00000171862	PTEN
CIDs00000977	9606.ENSP00000361125	988	ENSG00000112715	VEGFA
CIDs00000977	9606.ENSP00000361405	869	ENSG00000100985	MMP9
CIDs00000977	9606.ENSP00000361473	800	ENSG00000066135	KDM4A
CIDs00000977	9606.ENSP00000362057	973	ENSG00000007952	NOX1
CIDs00000977	9606.ENSP00000362888	934	ENSG00000181915	ADO
CIDs00000977	9606.ENSP00000363092	904	ENSG00000185532	PRKG1
CIDs00000977	9606.ENSP00000363512	950	ENSG00000012779	ALOX5
CIDs00000977	9606.ENSP00000363641	968	ENSG00000136810	TXN
CIDs00000977	9606.ENSP00000363804	862	ENSG00000136826	KLF4
CIDs00000977	9606.ENSP00000371517	900	ENSG00000242110	AMACR
CIDs00000977	9606.ENSP00000356729	958	ENSG00000007933	FMO3
CIDs00000977	9606.ENSP00000371554	968	ENSG00000109610	SOD3
CIDs00000977	9606.ENSP00000373477	977	ENSG00000211445	GPX3
CIDs00000977	9606.ENSP00000413575	900	ENSG00000005469	CROT
CIDs00000977	9606.ENSP00000414303	885	ENSG00000176697	BDNF
CIDs00000977	9606.ENSP00000416293	844	ENSG00000117394	SLC2A1
CIDs00000977	9606.ENSP00000417052	900	ENSG00000147155	EBP
CIDs00000977	9606.ENSP00000417656	973	ENSG00000131174	COX7B
CIDs00000977	9606.ENSP00000419970	923	ENSG00000127948	POR
CIDs00000977	9606.ENSP00000420914	908	ENSG00000133835	HSD17B4
CIDs00000977	9606.ENSP00000421725	908	ENSG00000145321	GC
CIDs00000977	9606.ENSP00000430269	907	ENSG00000120915	EPHX2
CIDs00000977	9606.ENSP00000430505	925	ENSG00000131203	IDO1
CIDs00000977	9606.ENSP00000408860	888	ENSG00000231852	CYP21A2
CIDs00000977	9606.ENSP00000430620	940	ENSG00000089472	HEPH
CIDs00000977	9606.ENSP00000432786	923	ENSG00000173120	KDM2A
CIDs00000977	9606.ENSP00000436318	911	ENSG00000173992	CCS
CIDs00000977	9606.ENSP00000438095	912	ENSG00000012660	ELOVL5
CIDs00000977	9606.ENSP00000441828	861	ENSG00000261701	HPR
CIDs00000977	9606.ENSP00000443432	908	ENSG00000188676	IDO2
CIDs00000977	9606.ENSP00000444788	907	ENSG00000151790	TDO2
CIDs00000977	9606.ENSP00000444856	918	ENSG00000108094	CUL2
CIDs00000977	9606.ENSP00000448059	913	ENSG00000171759	PAH
CIDs00000977	9606.ENSP00000466799	900	ENSG00000108786	HSD17B1
CIDs00000977	9606.ENSP00000313432	900	ENSG00000137106	GRHPR
CIDs00000977	9606.ENSP00000431245	900	ENSG00000152402	GUCY1A2
CIDs00000977	9606.ENSP00000407375	974	ENSG00000233276	GPX1
CIDs00000977	9606.ENSP00000400175	813	ENSG00000067560	RHOA
CIDs00000977	9606.ENSP00000398698	907	ENSG00000232810	TNF
CIDs00000977	9606.ENSP00000373518	946	ENSG00000255346	NOX5
CIDs00000977	9606.ENSP00000373570	927	ENSG00000107165	TYRP1
CIDs00000977	9606.ENSP00000373691	944	ENSG00000140279	DUOX2
CIDs00000977	9606.ENSP00000373783	908	ENSG00000134013	LOXL2
CIDs00000977	9606.ENSP00000374219	919	ENSG00000137760	ALKBH8
CIDs00000977	9606.ENSP00000374265	972	ENSG00000176153	GPX2
CIDs00000977	9606.ENSP00000374467	722	ENSG00000006071	ABCC8
CIDs00000977	9606.ENSP00000376611	907	ENSG00000139372	TDG
CIDs00000977	9606.ENSP00000376776	955	ENSG00000123454	DBH
CIDs00000977	9606.ENSP00000377409	853	ENSG00000168878	SFTPB
CIDs00000977	9606.ENSP00000377783	912	ENSG00000184500	PROS1
CIDs00000977	9606.ENSP00000379140	833	ENSG00000107562	CXCL12
CIDs00000977	9606.ENSP00000379951	900	ENSG00000110811	LEPREL2
CIDs00000977	9606.ENSP00000380334	943	ENSG00000100365	NCF4
CIDs00000977	9606.ENSP00000380692	824	ENSG00000006459	JHDM1D
CIDs00000977	9606.ENSP00000381607	932	ENSG00000084207	GSTP1
CIDs00000977	9606.ENSP00000382091	900	ENSG00000091542	ALKBH5
CIDs00000977	9606.ENSP00000385834	944	ENSG00000091513	TF
CIDs00000977	9606.ENSP00000387654	900	ENSG00000116005	PCYOX1
CIDs00000977	9606.ENSP00000389338	821	ENSG00000050748	MAPK9
CIDs00000977	9606.ENSP00000393312	828	ENSG00000077782	FGFR1
CIDs00000977	9606.ENSP00000394085	919	ENSG00000070495	JMJD6
CIDs00000977	9606.ENSP00000395653	900	ENSG00000076351	SLC46A1
CIDs00000977	9606.ENSP00000372326	903	ENSG00000066926	FECH
CIDs00000977	9606.ENSP00000356723	958	ENSG00000076258	FMO4
CIDs00000977	9606.ENSP00000360958	948	ENSG00000162365	CYP4A22
CIDs00000977	9606.ENSP00000356505	959	ENSG00000116701	NCF2
CIDs00000977	9606.ENSP00000330237	729	ENSG00000132906	CASP9
CIDs00000977	9606.ENSP00000331602	747	ENSG00000163932	PRKCD
CIDs00000977	9606.ENSP00000331831	908	ENSG00000183087	GAS6
CIDs00000977	9606.ENSP00000332170	900	ENSG00000149380	P4HA3
CIDs00000977	9606.ENSP00000332530	800	ENSG00000184719	RNLS
CIDs00000977	9606.ENSP00000332679	944	ENSG00000197838	CYP2A13
CIDs00000977	9606.ENSP00000332887	900	ENSG00000184076	UQCR10
CIDs00000977	9606.ENSP00000332995	900	ENSG00000183955	SETD8
CIDs00000977	9606.ENSP00000333212	944	ENSG00000155016	CYP2U1
CIDs00000977	9606.ENSP00000333534	952	ENSG00000197446	CYP2F1
CIDs00000977	9606.ENSP00000329093	900	ENSG00000139287	TPH2
CIDs00000977	9606.ENSP00000333664	908	ENSG00000060971	ACAA1
CIDs00000977	9606.ENSP00000333946	910	ENSG00000119723	COQ6
CIDs00000977	9606.ENSP00000333994	990	ENSG00000244734	HBB
CIDs00000977	9606.ENSP00000334246	898	ENSG00000186160	CYP4Z1
CIDs00000977	9606.ENSP00000334592	944	ENSG00000186104	CYP2R1
CIDs00000977	9606.ENSP00000335153	952	ENSG00000080824	HSP90AA1
CIDs00000977	9606.ENSP00000335261	900	ENSG00000185973	TMLHE
CIDs00000977	9606.ENSP00000336702	911	ENSG00000132507	EIF5A
CIDs00000977	9606.ENSP00000336762	743	ENSG00000214274	ANG
CIDs00000977	9606.ENSP00000337450	944	ENSG00000160870	CYP3A7
CIDs00000977	9606.ENSP00000337459	967	ENSG00000089250	NOS1
CIDs00000977	9606.ENSP00000356574	907	ENSG00000116260	QSOX1
CIDs00000977	9606.ENSP00000328938	900	ENSG00000183077	AFMID
CIDs00000977	9606.ENSP00000327801	945	ENSG00000185624	P4HB
CIDs00000977	9606.ENSP00000327251	967	ENSG00000007171	NOS2
CIDs00000977	9606.ENSP00000315013	915	ENSG00000095321	CRAT
CIDs00000977	9606.ENSP00000315167	900	ENSG00000179477	ALOX12B
CIDs00000977	9606.ENSP00000316329	914	ENSG00000145284	SCD5
CIDs00000977	9606.ENSP00000316339	900	ENSG00000116882	HAO2
CIDs00000977	9606.ENSP00000316476	916	ENSG00000143753	DEGS1
CIDs00000977	9606.ENSP00000316854	876	ENSG00000177556	ATOX1
CIDs00000977	9606.ENSP00000316881	900	ENSG00000090530	LEPREL1
CIDs00000977	9606.ENSP00000317159	970	ENSG00000179091	CYC1
CIDs00000977	9606.ENSP00000317721	909	ENSG00000179761	PIPOX
CIDs00000977	9606.ENSP00000317780	985	ENSG00000178741	COX5A
CIDs00000977	9606.ENSP00000317997	950	ENSG00000137857	DUOX1
CIDs00000977	9606.ENSP00000318867	961	ENSG00000180432	CYP8B1
CIDs00000977	9606.ENSP00000318868	911	ENSG00000176974	SHMT1
CIDs00000977	9606.ENSP00000319788	701	ENSG00000181019	NQO1
CIDs00000977	9606.ENSP00000320604	819	ENSG00000170271	C5orf4
CIDs00000977	9606.ENSP00000320672	704	ENSG00000160471	COX6B2
CIDs00000977	9606.ENSP00000321260	917	ENSG00000176340	COX8A
CIDs00000977	9606.ENSP00000321821	944	ENSG00000186204	CYP4F12
CIDs00000977	9606.ENSP00000322229	900	ENSG00000149485	FADS1
CIDs00000977	9606.ENSP00000322316	908	ENSG00000167186	COQ7
CIDs00000977	9606.ENSP00000323811	921	ENSG00000131373	HACL1
CIDs00000977	9606.ENSP00000324648	964	ENSG00000197408	CYP2B6
CIDs00000977	9606.ENSP00000325822	948	ENSG00000179142	CYP11B2
CIDs00000977	9606.ENSP00000337915	952	ENSG00000160868	CYP3A4
CIDs00000977	9606.ENSP00000338018	995	ENSG00000100644	HIF1A
CIDs00000977	9606.ENSP00000333666	909	ENSG00000182551	ADI1
CIDs00000977	9606.ENSP00000340330	816	ENSG00000172977	KAT5
CIDs00000977	9606.ENSP00000351536	907	ENSG00000165661	QSOX2
CIDs00000977	9606.ENSP00000352185	800	ENSG00000197724	PHF2
CIDs00000977	9606.ENSP00000352835	987	ENSG00000198125	MB
CIDs00000977	9606.ENSP00000353483	912	ENSG00000107643	MAPK8
CIDs00000977	9606.ENSP00000353820	950	ENSG00000100197	CYP2D6
CIDs00000977	9606.ENSP00000354193	923	ENSG00000002726	ABP1
CIDs00000977	9606.ENSP00000354499	988	ENSG00000198804	MT-CO1
CIDs00000977	9606.ENSP00000354511	922	ENSG00000093010	COMT
CIDs00000977	9606.ENSP00000354532	931	ENSG00000198805	PNP
CIDs00000977	9606.ENSP00000354554	956	ENSG00000198727	MT-CYB
CIDs00000977	9606.ENSP00000351407	858	ENSG00000143437	ARNT
CIDs00000977	9606.ENSP00000354581	776	ENSG00000198704	GPX6
CIDs00000977	9606.ENSP00000354876	987	ENSG00000198712	MT-CO2
CIDs00000977	9606.ENSP00000354960	900	ENSG00000198756	GLT25D2
CIDs00000977	9606.ENSP00000354982	984	ENSG00000198938	MT-CO3
CIDs00000977	9606.ENSP00000355050	826	ENSG00000132792	CTNNBL1
CIDs00000977	9606.ENSP00000355517	927	ENSG00000117009	KMO
CIDs00000977	9606.ENSP00000355601	957	ENSG00000135766	EGLN1
CIDs00000977	9606.ENSP00000355747	828	ENSG00000143801	PSEN2
CIDs00000977	9606.ENSP00000355759	847	ENSG00000143799	PARP1
CIDs00000977	9606.ENSP00000355920	908	ENSG00000112499	SLC22A2
CIDs00000977	9606.ENSP00000356022	985	ENSG00000112096	SOD2
CIDs00000977	9606.ENSP00000338082	977	ENSG00000196565	HBG2
CIDs00000977	9606.ENSP00000350941	847	ENSG00000197122	SRC
CIDs00000977	9606.ENSP00000354558	968	ENSG00000198793	MTOR
CIDs00000977	9606.ENSP00000350314	966	ENSG00000197580	BCO2
CIDs00000977	9606.ENSP00000350616	940	ENSG00000132437	DDC
CIDs00000977	9606.ENSP00000340684	913	ENSG00000189221	MAOA
CIDs00000977	9606.ENSP00000341662	821	ENSG00000187546	AGMO
CIDs00000977	9606.ENSP00000342007	961	ENSG00000140505	CYP1A2
CIDs00000977	9606.ENSP00000342026	932	ENSG00000117592	PRDX6
CIDs00000977	9606.ENSP00000342557	914	ENSG00000104951	IL4I1
CIDs00000977	9606.ENSP00000343021	913	ENSG00000189046	ALKBH2
CIDs00000977	9606.ENSP00000343943	909	ENSG00000143224	PPOX
CIDs00000977	9606.ENSP00000344456	788	ENSG00000168036	CTNNB1
CIDs00000977	9606.ENSP00000345179	722	ENSG00000189058	APOD
CIDs00000977	9606.ENSP00000345580	900	ENSG00000183048	SLC25A10
CIDs00000977	9606.ENSP00000345873	818	ENSG00000091138	SLC26A3
CIDs00000977	9606.ENSP00000356438	965	ENSG00000073756	PTGS2
CIDs00000977	9606.ENSP00000346627	800	ENSG00000162971	TYW5
CIDs00000977	9606.ENSP00000346693	912	ENSG00000197977	ELOVL2
CIDs00000977	9606.ENSP00000346827	909	ENSG00000143149	ALDH9A1
CIDs00000977	9606.ENSP00000346901	958	ENSG00000010932	FMO1
CIDs00000977	9606.ENSP00000347717	908	ENSG00000172893	DHCR7
CIDs00000977	9606.ENSP00000348170	896	ENSG00000257017	HP
CIDs00000977	9606.ENSP00000348234	920	ENSG00000198650	TAT
CIDs00000977	9606.ENSP00000348459	900	ENSG00000153086	ACMSD
CIDs00000977	9606.ENSP00000348762	917	ENSG00000160285	LSS
CIDs00000977	9606.ENSP00000348775	900	ENSG00000087008	ACOX3
CIDs00000977	9606.ENSP00000346103	973	ENSG00000167468	GPX4
CIDs00000978	9606.ENSP00000443194	977	ENSG00000171428	NAT1
CIDs00000978	9606.ENSP00000286479	708	ENSG00000156006	NAT2
CIDs00000983	9606.ENSP00000231198	800	ENSG00000113272	THG1L
CIDs00000983	9606.ENSP00000238714	705	ENSG00000115421	PAPOLG
CIDs00000983	9606.ENSP00000254235	705	ENSG00000121281	ADCY7
CIDs00000983	9606.ENSP00000260447	787	ENSG00000137880	GCHFR
CIDs00000983	9606.ENSP00000303147	763	ENSG00000168906	MAT2A
CIDs00000983	9606.ENSP00000280362	921	ENSG00000150787	PTS
CIDs00000983	9606.ENSP00000285379	817	ENSG00000104267	CA2
CIDs00000983	9606.ENSP00000288014	800	ENSG00000259431	THTPA
CIDs00000983	9606.ENSP00000216277	946	ENSG00000090060	PAPOLA
CIDs00000983	9606.ENSP00000311405	741	ENSG00000174233	ADCY6
CIDs00000983	9606.ENSP00000074304	701	ENSG00000040933	INPP4A
CIDs00000983	9606.ENSP00000334051	741	ENSG00000141404	GNAL
CIDs00000983	9606.ENSP00000342952	795	ENSG00000078295	ADCY2
CIDs00000983	9606.ENSP00000360141	741	ENSG00000087460	GNAS
CIDs00000983	9606.ENSP00000361009	749	ENSG00000124126	PREX1
CIDs00000983	9606.ENSP00000361280	763	ENSG00000151224	MAT1A
CIDs00000983	9606.ENSP00000378890	795	ENSG00000131979	GCH1
CIDs00000983	9606.ENSP00000384534	710	ENSG00000185133	INPP5J
CIDs00000983	9606.ENSP00000384700	741	ENSG00000218823	PAPOLB
CIDs00000983	9606.ENSP00000419361	741	ENSG00000173175	ADCY5
CIDs00000983	9606.ENSP00000445920	900	ENSG00000139428	MMAB
CIDs00000983	9606.ENSP00000312126	705	ENSG00000129467	ADCY4
CIDs00000983	9606.ENSP00000369100	824	ENSG00000170525	PFKFB3
CIDs00000995	9606.ENSP00000252945	700	ENSG00000130649	CYP2E1
CIDs00000995	9606.ENSP00000242057	700	ENSG00000106546	AHR
CIDs00000995	9606.ENSP00000260630	743	ENSG00000138061	CYP1B1
CIDs00000995	9606.ENSP00000259271	800	ENSG00000136750	GAD2
CIDs00000995	9606.ENSP00000353820	700	ENSG00000100197	CYP2D6
CIDs00000995	9606.ENSP00000355759	700	ENSG00000143799	PARP1
CIDs00000995	9606.ENSP00000369050	770	ENSG00000140465	CYP1A1
CIDs00000995	9606.ENSP00000342007	743	ENSG00000140505	CYP1A2
CIDs00000996	9606.ENSP00000252945	900	ENSG00000130649	CYP2E1
CIDs00000996	9606.ENSP00000304845	915	ENSG00000241635	UGT1A1
CIDs00000996	9606.ENSP00000303174	900	ENSG00000167165	UGT1A6
CIDs00000996	9606.ENSP00000298942	900	ENSG00000165983	PTER
CIDs00000996	9606.ENSP00000297904	800	ENSG00000165197	FIGF
CIDs00000996	9606.ENSP00000283916	862	ENSG00000153802	TMPRSS11D
CIDs00000996	9606.ENSP00000271452	800	ENSG00000143228	NUF2
CIDs00000996	9606.ENSP00000265627	800	ENSG00000105852	PON3
CIDs00000996	9606.ENSP00000261597	800	ENSG00000080986	NDC80
CIDs00000996	9606.ENSP00000262209	786	ENSG00000104321	TRPA1
CIDs00000996	9606.ENSP00000308720	708	ENSG00000204983	PRSS1
CIDs00000996	9606.ENSP00000225275	700	ENSG00000005381	MPO
CIDs00000996	9606.ENSP00000222572	900	ENSG00000105854	PON2
CIDs00000996	9606.ENSP00000222381	900	ENSG00000005421	PON1
CIDs00000996	9606.ENSP00000220592	800	ENSG00000123908	EIF2C2
CIDs00000996	9606.ENSP00000206249	861	ENSG00000091831	ESR1
CIDs00000996	9606.ENSP00000263339	700	ENSG00000115008	IL1A
CIDs00000996	9606.ENSP00000309591	800	ENSG00000072062	PRKACA
CIDs00000996	9606.ENSP00000309831	800	ENSG00000169371	SNUPN
CIDs00000996	9606.ENSP00000354280	708	ENSG00000010438	PRSS3
CIDs00000996	9606.ENSP00000398698	733	ENSG00000232810	TNF
CIDs00000996	9606.ENSP00000384863	795	ENSG00000082898	XPO1
CIDs00000996	9606.ENSP00000376176	819	ENSG00000132341	RAN
CIDs00000996	9606.ENSP00000370546	900	ENSG00000006756	ARSD
CIDs00000996	9606.ENSP00000370526	900	ENSG00000157399	ARSE
CIDs00000996	9606.ENSP00000369346	900	ENSG00000164291	ARSK
CIDs00000996	9606.ENSP00000368683	800	ENSG00000078401	EDN1
CIDs00000996	9606.ENSP00000311032	785	ENSG00000164305	CASP3
CIDs00000996	9606.ENSP00000407193	900	ENSG00000141337	ARSG
CIDs00000996	9606.ENSP00000352319	900	ENSG00000062096	ARSF
CIDs00000996	9606.ENSP00000348986	800	ENSG00000129965	INS-IGF2
CIDs00000996	9606.ENSP00000343645	915	ENSG00000261052	SULT1A3
CIDs00000996	9606.ENSP00000338742	965	ENSG00000197165	SULT1A2
CIDs00000996	9606.ENSP00000330237	700	ENSG00000132906	CASP9
CIDs00000996	9606.ENSP00000321988	961	ENSG00000196502	SULT1A1
CIDs00000996	9606.ENSP00000320219	900	ENSG00000180801	ARSJ
CIDs00000996	9606.ENSP00000319788	742	ENSG00000181019	NQO1
CIDs00000996	9606.ENSP00000318852	907	ENSG00000162813	BPNT1
CIDs00000996	9606.ENSP00000351273	700	ENSG00000064012	CASP8
CIDs00000999	9606.ENSP00000222572	700	ENSG00000105854	PON2
CIDs00000999	9606.ENSP00000225740	800	ENSG00000108602	ALDH3A1
CIDs00000999	9606.ENSP00000222381	728	ENSG00000005421	PON1
CIDs00000999	9606.ENSP00000261733	900	ENSG00000111275	ALDH2
CIDs00000999	9606.ENSP00000255084	800	ENSG00000132746	ALDH3B2
CIDs00000999	9606.ENSP00000285930	800	ENSG00000085662	AKR1B1
CIDs00000999	9606.ENSP00000332256	800	ENSG00000184254	ALDH1A3
CIDs00000999	9606.ENSP00000345774	900	ENSG00000072210	ALDH3A2
CIDs00000999	9606.ENSP00000448059	836	ENSG00000171759	PAH
CIDs00000999	9606.ENSP00000265627	700	ENSG00000105852	PON3
CIDs00001003	9606.ENSP00000293831	914	ENSG00000161960	EIF4A1
CIDs00001003	9606.ENSP00000289753	900	ENSG00000158748	HTR6
CIDs00001003	9606.ENSP00000289968	913	ENSG00000140750	ARHGAP17
CIDs00001003	9606.ENSP00000290219	900	ENSG00000159128	IFNGR2
CIDs00001003	9606.ENSP00000290299	900	ENSG00000241837	ATP5O
CIDs00001003	9606.ENSP00000290541	900	ENSG00000159377	PSMB4
CIDs00001003	9606.ENSP00000290949	910	ENSG00000159720	ATP6V0D1
CIDs00001003	9606.ENSP00000291294	900	ENSG00000160013	PTGIR
CIDs00001003	9606.ENSP00000291386	823	ENSG00000160075	SSU72
CIDs00001003	9606.ENSP00000292475	900	ENSG00000241468	ATP5J2
CIDs00001003	9606.ENSP00000292327	908	ENSG00000160808	MYL3
CIDs00001003	9606.ENSP00000292614	900	ENSG00000005075	POLR2J
CIDs00001003	9606.ENSP00000292644	912	ENSG00000161057	PSMC2
CIDs00001003	9606.ENSP00000292807	900	ENSG00000161203	AP2M1
CIDs00001003	9606.ENSP00000293362	908	ENSG00000131467	PSME3
CIDs00001003	9606.ENSP00000293404	908	ENSG00000161653	NAGS
CIDs00001003	9606.ENSP00000293756	927	ENSG00000161896	IP6K3
CIDs00001003	9606.ENSP00000293813	918	ENSG00000132535	DLG4
CIDs00001003	9606.ENSP00000292079	900	ENSG00000137731	FXYD2
CIDs00001003	9606.ENSP00000289371	916	ENSG00000158417	EIF5B
CIDs00001003	9606.ENSP00000299543	819	ENSG00000060069	CTDP1
CIDs00001003	9606.ENSP00000288207	909	ENSG00000157456	CCNB2
CIDs00001003	9606.ENSP00000293842	908	ENSG00000161970	RPL26
CIDs00001003	9606.ENSP00000285238	911	ENSG00000108846	ABCC3
CIDs00001003	9606.ENSP00000285393	913	ENSG00000147614	ATP6V0D2
CIDs00001003	9606.ENSP00000285398	909	ENSG00000163161	ERCC3
CIDs00001003	9606.ENSP00000285419	913	ENSG00000155099	TMEM55A
CIDs00001003	9606.ENSP00000285735	930	ENSG00000155366	RHOC
CIDs00001003	9606.ENSP00000286353	900	ENSG00000155893	ACPL2
CIDs00001003	9606.ENSP00000286355	900	ENSG00000155897	ADCY8
CIDs00001003	9606.ENSP00000286371	900	ENSG00000069849	ATP1B3
CIDs00001003	9606.ENSP00000286398	916	ENSG00000136824	SMC2
CIDs00001003	9606.ENSP00000286719	800	ENSG00000156194	PPEF2
CIDs00001003	9606.ENSP00000286788	900	ENSG00000156261	CCT8
CIDs00001003	9606.ENSP00000286827	918	ENSG00000156299	TIAM1
CIDs00001003	9606.ENSP00000287038	900	ENSG00000156482	RPL30
CIDs00001003	9606.ENSP00000287394	900	ENSG00000156802	ATAD2
CIDs00001003	9606.ENSP00000287598	909	ENSG00000156970	BUB1B
CIDs00001003	9606.ENSP00000287647	909	ENSG00000144554	FANCD2
CIDs00001003	9606.ENSP00000287878	900	ENSG00000106617	PRKAG2
CIDs00001003	9606.ENSP00000287996	913	ENSG00000127080	IPPK
CIDs00001003	9606.ENSP00000288014	900	ENSG00000259431	THTPA
CIDs00001003	9606.ENSP00000288071	914	ENSG00000157349	DDX19B
CIDs00001003	9606.ENSP00000288943	909	ENSG00000158050	DUSP2
CIDs00001003	9606.ENSP00000294016	907	ENSG00000162104	ADCY9
CIDs00001003	9606.ENSP00000296674	909	ENSG00000186468	RPS23
CIDs00001003	9606.ENSP00000294724	909	ENSG00000162688	AGL
CIDs00001003	9606.ENSP00000296786	800	ENSG00000164332	UBLCP1
CIDs00001003	9606.ENSP00000297185	912	ENSG00000113013	HSPA9
CIDs00001003	9606.ENSP00000297265	900	ENSG00000164695	CHMP4C
CIDs00001003	9606.ENSP00000297283	913	ENSG00000164708	PGAM2
CIDs00001003	9606.ENSP00000297323	900	ENSG00000164742	ADCY1
CIDs00001003	9606.ENSP00000297338	915	ENSG00000164754	RAD21
CIDs00001003	9606.ENSP00000297373	900	ENSG00000164776	PHKG1
CIDs00001003	9606.ENSP00000297431	900	ENSG00000164815	ORC5
CIDs00001003	9606.ENSP00000297578	900	ENSG00000164933	SLC25A32
CIDs00001003	9606.ENSP00000298139	837	ENSG00000165392	WRN
CIDs00001003	9606.ENSP00000298171	908	ENSG00000165409	TSHR
CIDs00001003	9606.ENSP00000298229	911	ENSG00000165458	INPPL1
CIDs00001003	9606.ENSP00000298386	900	ENSG00000133105	RXFP2
CIDs00001003	9606.ENSP00000298472	909	ENSG00000165646	SLC18A2
CIDs00001003	9606.ENSP00000298552	913	ENSG00000165699	TSC1
CIDs00001003	9606.ENSP00000298767	900	ENSG00000062650	WAPAL
CIDs00001003	9606.ENSP00000298852	900	ENSG00000165916	PSMC3
CIDs00001003	9606.ENSP00000299300	900	ENSG00000166226	CCT2
CIDs00001003	9606.ENSP00000299424	900	ENSG00000166337	TAF10
CIDs00001003	9606.ENSP00000296754	900	ENSG00000164307	ERAP1
CIDs00001003	9606.ENSP00000285116	900	ENSG00000154839	SKA1
CIDs00001003	9606.ENSP00000296509	907	ENSG00000164109	MAD2L1
CIDs00001003	9606.ENSP00000296486	800	ENSG00000164089	AGXT2L1
CIDs00001003	9606.ENSP00000294954	915	ENSG00000138039	LHCGR
CIDs00001003	9606.ENSP00000295095	900	ENSG00000075884	ARHGAP15
CIDs00001003	9606.ENSP00000295137	900	ENSG00000163017	ACTG2
CIDs00001003	9606.ENSP00000295373	800	ENSG00000163214	DHX57
CIDs00001003	9606.ENSP00000295453	971	ENSG00000163286	ALPPL2
CIDs00001003	9606.ENSP00000295463	920	ENSG00000163295	ALPI
CIDs00001003	9606.ENSP00000295598	900	ENSG00000163399	ATP1A1
CIDs00001003	9606.ENSP00000295685	900	ENSG00000163466	ARPC2
CIDs00001003	9606.ENSP00000295688	912	ENSG00000163468	CCT3
CIDs00001003	9606.ENSP00000294189	900	ENSG00000162244	RPL29
CIDs00001003	9606.ENSP00000295713	900	ENSG00000163486	SRGAP2
CIDs00001003	9606.ENSP00000295897	957	ENSG00000163631	ALB
CIDs00001003	9606.ENSP00000295901	900	ENSG00000163636	PSMD6
CIDs00001003	9606.ENSP00000295908	800	ENSG00000163644	PPM1K
CIDs00001003	9606.ENSP00000296003	900	ENSG00000163719	MTMR14
CIDs00001003	9606.ENSP00000296122	953	ENSG00000213639	PPP1CB
CIDs00001003	9606.ENSP00000296181	900	ENSG00000082781	ITGB5
CIDs00001003	9606.ENSP00000296223	900	ENSG00000163882	POLR2H
CIDs00001003	9606.ENSP00000296271	933	ENSG00000163914	RHO
CIDs00001003	9606.ENSP00000296440	900	ENSG00000164050	PLXNB1
CIDs00001003	9606.ENSP00000295718	800	ENSG00000054356	PTPRN
CIDs00001003	9606.ENSP00000284727	900	ENSG00000154518	ATP5G3
CIDs00001003	9606.ENSP00000278317	920	ENSG00000130595	TNNT3
CIDs00001003	9606.ENSP00000284049	818	ENSG00000153922	CHD1
CIDs00001003	9606.ENSP00000271308	900	ENSG00000143106	PSMA5
CIDs00001003	9606.ENSP00000271385	800	ENSG00000198842	DUSP27
CIDs00001003	9606.ENSP00000271450	915	ENSG00000143226	FCGR2A
CIDs00001003	9606.ENSP00000271452	916	ENSG00000143228	NUF2
CIDs00001003	9606.ENSP00000271620	923	ENSG00000143363	PRUNE
CIDs00001003	9606.ENSP00000271657	931	ENSG00000143393	PI4KB
CIDs00001003	9606.ENSP00000272065	900	ENSG00000143727	ACP1
CIDs00001003	9606.ENSP00000272102	937	ENSG00000143761	ARF1
CIDs00001003	9606.ENSP00000272233	929	ENSG00000143878	RHOB
CIDs00001003	9606.ENSP00000272238	900	ENSG00000143882	ATP6V1C2
CIDs00001003	9606.ENSP00000272286	900	ENSG00000143921	ABCG8
CIDs00001003	9606.ENSP00000272317	914	ENSG00000143947	RPS27A
CIDs00001003	9606.ENSP00000272444	800	ENSG00000144048	DUSP11
CIDs00001003	9606.ENSP00000272542	944	ENSG00000144136	SLC20A1
CIDs00001003	9606.ENSP00000272645	909	ENSG00000144231	POLR2D
